Soul of the Forest,HIGH
Wispering Woods,HIGH
Landscaping,HIGH
Power of the Wild,HIGH
Blessing of the Ancients,HIGH
Acornbearer,HIGH
Archmage Vargoth,HIGH
Dreamway Guardians,HIGH
The Forest's Aid,HIGH
Swipe,HIGH
Savage Roar,HIGH
Wrath,LOW
Wispering Woods,Soul of the Forest,HIGH
Soul of the Forest,Landscaping,HIGH
Soul of the Forest,Power of the Wild,HIGH
Blessing of the Ancients,Soul of the Forest,HIGH
Soul of the Forest,Acornbearer,HIGH
Soul of the Forest,Archmage Vargoth,HIGH
Dreamway Guardians,Soul of the Forest,HIGH
The Forest's Aid,Soul of the Forest,HIGH
Soul of the Forest,Swipe,HIGH
Soul of the Forest,Savage Roar,HIGH
Wispering Woods,Landscaping,HIGH
Wispering Woods,Power of the Wild,HIGH
Blessing of the Ancients,Wispering Woods,HIGH
Wispering Woods,Acornbearer,HIGH
Wispering Woods,Archmage Vargoth,HIGH
Wispering Woods,Dreamway Guardians,HIGH
Wispering Woods,The Forest's Aid,HIGH
Wispering Woods,Swipe,HIGH
Wispering Woods,Savage Roar,HIGH
Landscaping,Power of the Wild,HIGH
Blessing of the Ancients,Landscaping,HIGH
Landscaping,Acornbearer,HIGH
Archmage Vargoth,Landscaping,HIGH
Dreamway Guardians,Landscaping,HIGH
The Forest's Aid,Landscaping,HIGH
Landscaping,Swipe,HIGH
Landscaping,Savage Roar,HIGH
Blessing of the Ancients,Power of the Wild,HIGH
Power of the Wild,Acornbearer,HIGH
Archmage Vargoth,Power of the Wild,HIGH
Dreamway Guardians,Power of the Wild,HIGH
The Forest's Aid,Power of the Wild,HIGH
Power of the Wild,Swipe,HIGH
Power of the Wild,Savage Roar,HIGH
Blessing of the Ancients,Acornbearer,HIGH
Blessing of the Ancients,Archmage Vargoth,HIGH
Blessing of the Ancients,Dreamway Guardians,HIGH
Blessing of the Ancients,The Forest's Aid,HIGH
Blessing of the Ancients,Swipe,HIGH
Blessing of the Ancients,Savage Roar,HIGH
Archmage Vargoth,Acornbearer,HIGH
Dreamway Guardians,Acornbearer,HIGH
The Forest's Aid,Acornbearer,HIGH
Swipe,Acornbearer,HIGH
Acornbearer,Savage Roar,HIGH
Dreamway Guardians,Archmage Vargoth,HIGH
The Forest's Aid,Archmage Vargoth,HIGH
Archmage Vargoth,Swipe,HIGH
Archmage Vargoth,Savage Roar,HIGH
The Forest's Aid,Dreamway Guardians,HIGH
Dreamway Guardians,Swipe,HIGH
Dreamway Guardians,Savage Roar,HIGH
The Forest's Aid,Swipe,HIGH
The Forest's Aid,Savage Roar,HIGH
Swipe,Savage Roar,HIGH
Swipe,Blessing of the Ancients,Dreamway Guardians,Archmage Vargoth,Acornbearer,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Dreamway Guardians,The Forest's Aid,Acornbearer,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Dreamway Guardians,The Forest's Aid,Archmage Vargoth,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Swipe,Dreamway Guardians,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Dreamway Guardians,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Soul of the Forest,HIGH
Blessing of the Ancients,Wispering Woods,Dreamway Guardians,Landscaping,The Forest's Aid,Archmage Vargoth,Acornbearer,Power of the Wild,HIGH
Blessing of the Ancients,Wispering Woods,Dreamway Guardians,Landscaping,Archmage Vargoth,Acornbearer,Savage Roar,Power of the Wild,HIGH
Blessing of the Ancients,Wispering Woods,Landscaping,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Wispering Woods,Dreamway Guardians,Landscaping,The Forest's Aid,Acornbearer,Power of the Wild,HIGH
Blessing of the Ancients,Wispering Woods,Dreamway Guardians,Landscaping,The Forest's Aid,Acornbearer,Savage Roar,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Wispering Woods,Dreamway Guardians,Landscaping,Acornbearer,Savage Roar,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Wispering Woods,Landscaping,The Forest's Aid,Acornbearer,Savage Roar,Power of the Wild,HIGH
Blessing of the Ancients,Wispering Woods,Dreamway Guardians,Landscaping,The Forest's Aid,Archmage Vargoth,Savage Roar,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Wispering Woods,Dreamway Guardians,Landscaping,The Forest's Aid,Savage Roar,Power of the Wild,HIGH
Wispering Woods,Dreamway Guardians,Landscaping,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Power of the Wild,HIGH
Swipe,Wispering Woods,Dreamway Guardians,Landscaping,The Forest's Aid,Acornbearer,Savage Roar,Power of the Wild,HIGH
Blessing of the Ancients,Wispering Woods,Dreamway Guardians,Landscaping,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,HIGH
Swipe,Blessing of the Ancients,Wispering Woods,Dreamway Guardians,Landscaping,The Forest's Aid,Acornbearer,Savage Roar,HIGH
Swipe,Blessing of the Ancients,Wispering Woods,Dreamway Guardians,The Forest's Aid,Archmage Vargoth,Acornbearer,Power of the Wild,HIGH
Blessing of the Ancients,Wispering Woods,Dreamway Guardians,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Wispering Woods,Dreamway Guardians,Archmage Vargoth,Acornbearer,Savage Roar,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Wispering Woods,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Wispering Woods,Dreamway Guardians,The Forest's Aid,Acornbearer,Savage Roar,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Wispering Woods,Dreamway Guardians,The Forest's Aid,Archmage Vargoth,Savage Roar,Power of the Wild,HIGH
Swipe,Wispering Woods,Dreamway Guardians,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Wispering Woods,Dreamway Guardians,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,HIGH
Swipe,Blessing of the Ancients,Dreamway Guardians,Landscaping,The Forest's Aid,Archmage Vargoth,Acornbearer,Power of the Wild,HIGH
Blessing of the Ancients,Dreamway Guardians,Landscaping,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Dreamway Guardians,Landscaping,Archmage Vargoth,Acornbearer,Savage Roar,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Landscaping,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Dreamway Guardians,Landscaping,The Forest's Aid,Acornbearer,Savage Roar,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Dreamway Guardians,Landscaping,The Forest's Aid,Archmage Vargoth,Savage Roar,Power of the Wild,HIGH
Swipe,Dreamway Guardians,Landscaping,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Dreamway Guardians,Landscaping,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,HIGH
Swipe,Blessing of the Ancients,Dreamway Guardians,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Power of the Wild,HIGH
Blessing of the Ancients,Wispering Woods,Dreamway Guardians,Landscaping,The Forest's Aid,Archmage Vargoth,Acornbearer,Soul of the Forest,Power of the Wild,HIGH
Blessing of the Ancients,Wispering Woods,Dreamway Guardians,Landscaping,Archmage Vargoth,Acornbearer,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Blessing of the Ancients,Wispering Woods,Landscaping,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Wispering Woods,Dreamway Guardians,Landscaping,The Forest's Aid,Acornbearer,Soul of the Forest,Power of the Wild,HIGH
Blessing of the Ancients,Wispering Woods,Dreamway Guardians,Landscaping,The Forest's Aid,Acornbearer,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Wispering Woods,Dreamway Guardians,Landscaping,Acornbearer,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Wispering Woods,Landscaping,The Forest's Aid,Acornbearer,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Blessing of the Ancients,Wispering Woods,Dreamway Guardians,Landscaping,The Forest's Aid,Archmage Vargoth,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Wispering Woods,Dreamway Guardians,Landscaping,The Forest's Aid,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Wispering Woods,Dreamway Guardians,Landscaping,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Swipe,Wispering Woods,Dreamway Guardians,Landscaping,The Forest's Aid,Acornbearer,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Blessing of the Ancients,Wispering Woods,Dreamway Guardians,Landscaping,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Soul of the Forest,HIGH
Swipe,Blessing of the Ancients,Wispering Woods,Dreamway Guardians,Landscaping,The Forest's Aid,Acornbearer,Savage Roar,Soul of the Forest,HIGH
Swipe,Blessing of the Ancients,Wispering Woods,Dreamway Guardians,The Forest's Aid,Archmage Vargoth,Acornbearer,Soul of the Forest,Power of the Wild,HIGH
Blessing of the Ancients,Wispering Woods,Dreamway Guardians,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Wispering Woods,Dreamway Guardians,Archmage Vargoth,Acornbearer,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Wispering Woods,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Wispering Woods,Dreamway Guardians,The Forest's Aid,Acornbearer,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Wispering Woods,Dreamway Guardians,The Forest's Aid,Archmage Vargoth,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Swipe,Wispering Woods,Dreamway Guardians,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Wispering Woods,Dreamway Guardians,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Soul of the Forest,HIGH
Swipe,Blessing of the Ancients,Dreamway Guardians,Landscaping,The Forest's Aid,Archmage Vargoth,Acornbearer,Soul of the Forest,Power of the Wild,HIGH
Blessing of the Ancients,Dreamway Guardians,Landscaping,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Dreamway Guardians,Landscaping,Archmage Vargoth,Acornbearer,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Landscaping,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Dreamway Guardians,Landscaping,The Forest's Aid,Acornbearer,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Dreamway Guardians,Landscaping,The Forest's Aid,Archmage Vargoth,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Swipe,Dreamway Guardians,Landscaping,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Dreamway Guardians,Landscaping,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Soul of the Forest,HIGH
Swipe,Blessing of the Ancients,Dreamway Guardians,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Blessing of the Ancients,Wispering Woods,Dreamway Guardians,Landscaping,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Wispering Woods,Dreamway Guardians,Landscaping,The Forest's Aid,Acornbearer,Savage Roar,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Wispering Woods,Dreamway Guardians,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Dreamway Guardians,Landscaping,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Power of the Wild,HIGH
Blessing of the Ancients,Wispering Woods,Dreamway Guardians,Landscaping,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Wispering Woods,Dreamway Guardians,Landscaping,The Forest's Aid,Acornbearer,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Wispering Woods,Dreamway Guardians,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
Swipe,Blessing of the Ancients,Dreamway Guardians,Landscaping,The Forest's Aid,Archmage Vargoth,Acornbearer,Savage Roar,Soul of the Forest,Power of the Wild,HIGH
